dt,open,high,low,close,volume,Rsi7,Rsi14,Rsi26,ema7,ema12,ema26,sma7,sma14,sma26,bollup,bolldown,sma20,macd
1/23/2019,3570.41,3607.98,3514.5,3552.82,24938.84,42.5,42.17,0.0,3580.9,3608.38,0.0,3580.9,3627.03,0.0,4012.45,3340.77,3676.61,3608.38
1/24/2019,3552.97,3589.0,3529.22,3569.62,20826.25,45.19,43.26,0.0,3574.25,3602.42,0.0,3574.25,3619.38,0.0,3999.95,3331.03,3665.49,3602.42
1/25/2019,3569.07,3587.15,3522.51,3565.29,17608.35,44.57,43.03,0.0,3570.02,3596.71,0.0,3570.02,3612.17,0.0,3988.67,3321.75,3655.21,3596.71
1/26/2019,3566.69,3662.94,3545.0,3565.25,19476.53,44.56,43.02,0.0,3555.73,3591.87,3679.03,3555.73,3605.91,3679.03,3930.33,3337.85,3634.09,-87.16000000000031
1/27/2019,3565.62,3579.0,3486.0,3550.84,22735.6,41.93,42.18,42.28,3557.38,3585.56,3669.53,3557.38,3598.57,3669.53,3863.44,3362.28,3612.86,-83.97000000000025
1/28/2019,3550.05,3557.75,3380.27,3434.15,40405.11,26.9,36.0,39.28,3544.13,3562.27,3652.1,3544.13,3576.65,3652.1,3791.73,3381.89,3586.81,-89.82999999999993
1/29/2019,3434.0,3443.45,3349.92,3411.04,29544.93,24.84,34.91,38.71,3521.29,3539.0,3634.24,3521.29,3554.57,3634.24,3680.99,3437.07,3559.03,-95.23999999999978
1/30/2019,3410.04,3478.0,3387.1,3458.18,23968.26,36.41,38.98,40.53,3507.77,3526.57,3621.2,3507.77,3541.72,3621.2,3681.85,3423.45,3552.65,-94.62999999999965
1/31/2019,3457.5,3489.2,3418.8,3434.1,29607.19,33.35,37.68,39.9,3488.41,3512.34,3607.34,3488.41,3527.37,3607.34,3681.63,3406.95,3544.29,-95.0
2/1/2019,3434.1,3488.0,3401.2,3462.07,25260.48,40.17,40.17,41.0,3473.66,3504.61,3596.58,3473.66,3518.66,3596.58,3678.99,3397.47,3538.23,-91.9699999999998
